-0.5,0,0,0,0,1.8960539852407342E8,0
-0.49999853916937154,0.001896053809382036,0,1.0000000000000001E-11,255645.35997064473,1.8960536774880132E8,0
-0.49999423784362673,0.003792109658324242,0,2.0000000000000002E-11,560997.9853501398,1.8960574775328517E8,0
-0.4999870408020425,0.005688169947879232,0,3.0E-11,838733.7882183576,1.8960623985715955E8,0
-0.4999769787040963,0.007584236738315738,0,4.0000000000000004E-11,1131816.7994285682,1.8960700843351886E8,0
-0.4999640346127243,0.009480312276894044,0,5.000000000000001E-11,1416353.3905235813,1.896079629260647E8,0
-0.4999482180578447,0.011376398707980871,0,6.0E-11,1705632.061065652,1.8960915324564627E8,0
-0.4999295238246807,0.01327249823262395,0,7.000000000000002E-11,1992266.7578951402,1.8961055187830433E8,0
-0.49990795491575546,0.015168613020324122,0,8.000000000000001E-11,2280358.9935181937,1.8961217393880278E8,0
-0.4998835097884227,0.017064745257606616,0,9.0E-11,2567628.0380853615,1.896140110703353E8,0
-0.4998561894446501,0.018960897121235845,0,1.0000000000000002E-10,2855339.1316180173,1.8961606783236253E8,0
-0.4998259934912979,0.020857070792922084,0,1.1000000000000001E-10,3142787.4879062036,1.8961834167082062E8,0
-0.4997929223287051,0.0227532684511796,0,1.2E-10,3430362.837808012,1.896208339419505E8,0
-0.49975697593458956,0.024649492275762085,0,1.3000000000000002E-10,3717846.841851283,1.8962354384547117E8,0
-0.4997181545395982,0.026545744445173707,0,1.4000000000000003E-10,4005358.9921188103,1.8962647176293132E8,0
-0.49967645825193374,0.028442027137991106,0,1.5E-10,4292831.097175184,1.8962961742084795E8,0
-0.49963188726586627,0.030338342532087732,0,1.6000000000000002E-10,4580299.2389283115,1.8963298090127304E8,0
-0.4995844417458654,0.032234692805012385,0,1.7000000000000003E-10,4867741.570944581,1.8963656208585817E8,0
-0.49953412189095403,0.03413108013373263,0,1.8E-10,5155168.431282424,1.8964036096164986E8,0
-0.4994809278989406,0.03602750669472771,0,1.9000000000000002E-10,5442572.27889132,1.8964437745289987E8,0
-0.4994248599862776,0.03792397466388907,0,2.0000000000000003E-10,5729955.506856045,1.8964861151356292E8,0
-0.4993659183770177,0.039820486216526826,0,2.1E-10,6017314.990334333,1.8965306307643455E8,0
-0.4993041033089387,0.04171704352731795,0,2.2000000000000002E-10,6304650.671054463,1.8965773208112004E8,0
-0.4992394150301309,0.04361364877028651,0,2.3000000000000003E-10,6591960.788080388,1.8966261845866117E8,0
